trace,a,b,c,d,single_dim,total_dim,shell_0,shell_1,shell_2,shell_3,shell_4,shell_5,shell_6,shell_7,shell_8,shell_9,shell_10,seq_0,seq_1,seq_2,seq_3
2,1,0,0,1,4,9,4,5,5,5,5,5,5,5,5,5,5,0
2,1,1,0,1,2,4,4,5,2,1,2,2,2,2,2,2,2,1
2,1,2,0,1,4,8,4,6,5,4,4,4,4,4,4,4,4,2
2,1,3,0,1,2,8,4,8,9,7,6,5,6,6,6,6,6,3
2,1,4,0,1,4,12,4,8,11,9,11,11,9,8,8,8,8,4
2,1,5,0,1,2,12,4,8,13,13,12,14,14,13,10,10,10,5
2,1,6,0,1,4,17,4,8,13,16,14,15,17,18,17,15,13,6
