trace,a,b,c,d,single_dim,total_dim,shell_0,shell_1,shell_2,shell_3,shell_4,seq_0,seq_1,seq_2,seq_3
0,0,-1,1,0,2,10,5,7,8,8,8
1,1,-1,1,0,1,7,5,9,6,6,6
1,0,1,-1,1,1,7,5,9,7,6,6
