trace,a,b,c,d,single_dim,total_dim,shell_0,shell_1,shell_2,shell_3,shell_4,shell_5,shell_6,shell_7,shell_8,shell_9,shell_10,shell_11,shell_12,shell_13,seq_0,seq_1,seq_2,seq_3,seq_4,seq_5
2,1,6,0,1,4,16,4,8,13,16,14,15,17,18,17,15,13,12,12,12,6
2,1,7,0,1,2,16,4,8,13,18,18,17,18,20,20,20,18,16,14,14,7
2,1,8,0,1,4,21,4,8,13,18,21,19,20,21,23,24,23,21,19,17,8
2,1,9,0,1,2,25,4,8,13,18,23,23,22,23,24,26,26,26,24,23,9
2,1,10,0,1,4,31,4,8,13,18,23,26,24,25,26,27,29,30,29,27,10
